ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,COUNTRY,PRODUCTLINE,CUSTOMERNAME,REVENUE_PER_UNIT,ORDER_SIZE
10204,42,100.0,17,6182.4,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,147.2,619
10212,29,100.0,10,4186.73,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,144.36999999999998,612
10225,32,100.0,1,4529.28,2004-02-22,Shipped,1,2,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",141.54,483
10240,41,100.0,3,5628.89,2004-04-13,Shipped,2,4,2004,Japan,Classic Cars,Osaka Souveniers Co.,137.29000000000002,115
10253,26,100.0,5,3054.48,2004-06-01,Cancelled,2,6,2004,Uk,Classic Cars,"Uk Collectables, Ltd.",117.48,429
10266,21,100.0,6,2526.51,2004-07-06,Shipped,3,7,2004,Italy,Classic Cars,L'Ordine Souveniers,120.31000000000002,495
10278,34,100.0,6,4667.86,2004-08-06,Shipped,3,8,2004,Usa,Classic Cars,Signal Gift Stores,137.29,318
10287,41,100.0,4,6499.32,2004-08-30,Shipped,3,8,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",158.51999999999998,595
10301,37,100.0,8,5917.78,2003-10-05,Shipped,4,10,2003,Norway,Classic Cars,"Norway Gifts By Mail, Co.",159.94,369
10310,37,100.0,2,6231.91,2004-10-16,Shipped,4,10,2004,Germany,Classic Cars,"Toms Spezialitten, Ltd",168.43,619
10321,41,100.0,10,5803.14,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,141.54000000000002,490
10331,46,100.0,6,6434.02,2004-11-17,Shipped,4,11,2004,Usa,Classic Cars,Motor Mint Distributors Inc.,139.87,437
10342,40,100.0,2,6454.4,2004-11-24,Shipped,4,11,2004,Australia,Classic Cars,"Australian Collectors, Co.",161.35999999999999,420
10356,43,97.6,8,4196.8,2004-12-09,Shipped,4,12,2004,France,Classic Cars,Lyon Souveniers,97.60000000000001,301
10365,30,87.06,1,2611.8,2005-01-07,Shipped,1,1,2005,Usa,Classic Cars,Mini Creations Ltd.,87.06,96
10377,35,100.0,2,5895.05,2005-02-09,Shipped,1,2,2005,Finland,Classic Cars,"Toys Of Finland, Co.",168.43,215
10390,36,93.77,14,3375.72,2005-03-04,Shipped,1,3,2005,Usa,Classic Cars,Mini Gifts Distributors Ltd.,93.77,603
10406,61,100.0,3,8374.69,2005-04-15,Disputed,2,4,2005,Denmark,Classic Cars,Danish Wholesale Imports,137.29000000000002,174
10419,38,100.0,5,4464.24,2005-05-17,Shipped,2,5,2005,Austria,Classic Cars,Salzburg Collectables,117.47999999999999,509
10102,39,100.0,2,4808.31,2003-01-10,Shipped,1,1,2003,Usa,Vintage Cars,Vitachrome Inc.,123.29,80
10111,33,99.66,6,3288.78,2003-03-25,Shipped,1,3,2003,Usa,Vintage Cars,Mini Wheels Co.,99.66000000000001,217
10125,32,100.0,1,3254.72,2003-05-21,Shipped,2,5,2003,Australia,Vintage Cars,"Australian Collectors, Co.",101.71,66
10139,31,100.0,7,3184.94,2003-07-16,Shipped,3,7,2003,Australia,Vintage Cars,Souveniers And Things Co.,102.74,266
10149,50,100.0,4,5907.5,2003-09-12,Shipped,3,9,2003,Usa,Vintage Cars,Signal Collectibles Ltd.,118.15,367
10162,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Usa,Vintage Cars,Corporate Gift Ideas Co.,91.44,391
10173,43,100.0,6,5036.16,2003-11-05,Shipped,4,11,2003,Italy,Vintage Cars,Rovelli Gifts,117.11999999999999,480
10182,25,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,87.33,571
10193,28,100.0,7,3106.88,2003-11-21,Shipped,4,11,2003,Australia,Vintage Cars,"Australian Collectables, Ltd",110.96000000000001,447
10205,36,100.0,2,3735.72,2003-12-03,Shipped,4,12,2003,Spain,Vintage Cars,Euro Shopping Channel,103.77,180
10215,27,89.38,10,2413.26,2004-01-29,Shipped,1,1,2004,Usa,Vintage Cars,West Coast Collectables Co.,89.38000000000001,396
10227,25,100.0,3,2953.75,2004-03-02,Shipped,1,3,2004,France,Vintage Cars,"Saveley & Henriot, Co.",118.15,502
10244,40,100.0,7,4684.8,2004-04-29,Shipped,2,4,2004,Spain,Vintage Cars,Euro Shopping Channel,117.12,301
10256,34,95.55,2,3248.7,2004-06-08,Shipped,2,6,2004,Denmark,Vintage Cars,Danish Wholesale Imports,95.55,63
10280,50,100.0,9,5239.5,2004-08-17,Shipped,3,8,2004,Italy,Vintage Cars,Amica Models & Co.,104.79,551
10289,38,100.0,2,4567.98,2004-09-03,Shipped,3,9,2004,Norway,Vintage Cars,Herkku Gifts,120.21,150
10304,37,95.55,13,3535.35,2004-10-11,Shipped,4,10,2004,France,Vintage Cars,Auto Assoc. & Cie.,95.55,594
10312,43,89.38,10,3843.34,2004-10-21,Shipped,4,10,2004,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,89.38000000000001,601
10322,43,86.3,14,3710.9,2004-11-04,Shipped,4,11,2004,Usa,Vintage Cars,Online Diecast Creations Co.,86.3,512
10332,46,95.13,15,4375.98,2004-11-17,Shipped,4,11,2004,Uk,Vintage Cars,"Av Stores, Co.",95.13,621
10346,42,36.11,3,1516.62,2004-11-29,Shipped,4,11,2004,Usa,Vintage Cars,Signal Gift Stores,36.11,163
10356,50,50.18,9,2509.0,2004-12-09,Shipped,4,12,2004,France,Vintage Cars,Lyon Souveniers,50.18,301
10369,44,100.0,8,9240.44,2005-01-20,Shipped,1,1,2005,Usa,Vintage Cars,Collectables For Less Inc.,210.01000000000002,293
10380,27,93.16,13,2515.32,2005-02-16,Shipped,1,2,2005,Spain,Vintage Cars,Euro Shopping Channel,93.16000000000001,438
10391,35,100.0,2,5548.9,2005-03-09,Shipped,1,3,2005,Australia,Vintage Cars,"Anna'S Decorations, Ltd",158.54,339
10422,51,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Usa,Vintage Cars,Diecast Classics Inc.,95.55,76
10102,41,50.14,1,2055.74,2003-01-10,Shipped,1,1,2003,Usa,Vintage Cars,Vitachrome Inc.,50.13999999999999,80
10111,48,49.06,5,2354.88,2003-03-25,Shipped,1,3,2003,Usa,Vintage Cars,Mini Wheels Co.,49.06,217
10126,42,54.99,17,2309.58,2003-05-28,Shipped,2,5,2003,Spain,Vintage Cars,"Corrida Auto Replicas, Ltd",54.989999999999995,617
10139,49,43.13,6,2113.37,2003-07-16,Shipped,3,7,2003,Australia,Vintage Cars,Souveniers And Things Co.,43.129999999999995,266
10149,30,58.22,3,1746.6,2003-09-12,Shipped,3,9,2003,Usa,Vintage Cars,Signal Collectibles Ltd.,58.22,367
10162,45,51.21,1,2304.45,2003-10-18,Shipped,4,10,2003,Usa,Vintage Cars,Corporate Gift Ideas Co.,51.209999999999994,391
10173,48,44.21,5,2122.08,2003-11-05,Shipped,4,11,2003,Italy,Vintage Cars,Rovelli Gifts,44.21,480
10182,32,54.45,2,1742.4,2003-11-12,Shipped,4,11,2003,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,54.45,571
10193,46,53.37,6,2455.02,2003-11-21,Shipped,4,11,2003,Australia,Vintage Cars,"Australian Collectables, Ltd",53.37,447
10205,48,63.61,1,3053.28,2003-12-03,Shipped,4,12,2003,Spain,Vintage Cars,Euro Shopping Channel,63.61000000000001,180
10215,33,43.13,9,1423.29,2004-01-29,Shipped,1,1,2004,Usa,Vintage Cars,West Coast Collectables Co.,43.129999999999995,396
10227,31,48.52,2,1504.12,2004-03-02,Shipped,1,3,2004,France,Vintage Cars,"Saveley & Henriot, Co.",48.519999999999996,502
10244,20,58.22,6,1164.4,2004-04-29,Shipped,2,4,2004,Spain,Vintage Cars,Euro Shopping Channel,58.220000000000006,301
10256,29,51.75,1,1500.75,2004-06-08,Shipped,2,6,2004,Denmark,Vintage Cars,Danish Wholesale Imports,51.75,63
10280,27,57.68,8,1557.36,2004-08-17,Shipped,3,8,2004,Italy,Vintage Cars,Amica Models & Co.,57.68,551
10289,24,56.07,1,1345.68,2004-09-03,Shipped,3,9,2004,Norway,Vintage Cars,Herkku Gifts,56.07,150
10304,37,48.52,12,1795.24,2004-10-11,Shipped,4,10,2004,France,Vintage Cars,Auto Assoc. & Cie.,48.52,594
10312,25,44.21,9,1105.25,2004-10-21,Shipped,4,10,2004,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,44.21,601
10322,41,57.68,5,2364.88,2004-11-04,Shipped,4,11,2004,Usa,Vintage Cars,Online Diecast Creations Co.,57.68,512
10332,27,89.89,16,2427.03,2004-11-17,Shipped,4,11,2004,Uk,Vintage Cars,"Av Stores, Co.",89.89,621
10347,21,58.95,7,1237.95,2004-11-29,Shipped,4,11,2004,Australia,Vintage Cars,"Australian Collectors, Co.",58.95,418
10356,22,72.41,6,1593.02,2004-12-09,Shipped,4,12,2004,France,Vintage Cars,Lyon Souveniers,72.41,301
10369,32,98.63,7,3156.16,2005-01-20,Shipped,1,1,2005,Usa,Vintage Cars,Collectables For Less Inc.,98.63,293
10381,25,52.83,9,1320.75,2005-02-17,Shipped,1,2,2005,Usa,Vintage Cars,Corporate Gift Ideas Co.,52.83,317
10391,42,100.0,3,4998.0,2005-03-09,Shipped,1,3,2005,Australia,Vintage Cars,"Anna'S Decorations, Ltd",119.0,339
10422,25,51.75,1,1293.75,2005-05-30,In Process,2,5,2005,Usa,Vintage Cars,Diecast Classics Inc.,51.75,76
10110,37,100.0,16,5433.08,2003-03-18,Shipped,1,3,2003,Uk,Classic Cars,"Av Stores, Co.",146.84,570
10123,26,100.0,2,3073.72,2003-05-20,Shipped,2,5,2003,France,Classic Cars,Atelier Graphique,118.22,156
10137,44,99.55,2,4380.2,2003-07-10,Shipped,3,7,2003,France,Classic Cars,Reims Collectables,99.55,138
10148,47,100.0,9,5848.68,2003-09-11,Shipped,3,9,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",124.44000000000001,430
10161,43,100.0,8,6153.73,2003-10-17,Shipped,4,10,2003,Denmark,Classic Cars,Heintze Collectables,143.10999999999999,358
10172,42,100.0,6,4965.24,2003-11-05,Shipped,4,11,2003,Usa,Classic Cars,Gift Depot Inc.,118.22,263
10181,42,100.0,2,5435.64,2003-11-12,Shipped,4,11,2003,Norway,Classic Cars,Herkku Gifts,129.42000000000002,522
10192,29,100.0,7,4258.36,2003-11-20,Shipped,4,11,2003,Usa,Classic Cars,Online Diecast Creations Co.,146.83999999999997,585
10204,40,100.0,13,4032.0,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,100.8,619
10212,38,100.0,6,4492.36,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,118.21999999999998,612
10226,38,100.0,4,4161.38,2004-02-26,Shipped,1,2,2004,Usa,Classic Cars,Collectable Mini Designs Co.,109.51,237
10241,21,100.0,11,2508.66,2004-04-13,Shipped,2,4,2004,France,Classic Cars,Mini Caravy,119.46,382
10253,24,100.0,1,3374.88,2004-06-01,Cancelled,2,6,2004,Uk,Classic Cars,"Uk Collectables, Ltd.",140.62,429
10266,36,100.0,2,5196.6,2004-07-06,Shipped,3,7,2004,Italy,Classic Cars,L'Ordine Souveniers,144.35000000000002,495
10278,23,100.0,2,2604.52,2004-08-06,Shipped,3,8,2004,Usa,Classic Cars,Signal Gift Stores,113.24,318
10288,20,100.0,14,2936.8,2004-09-01,Shipped,3,9,2004,Singapore,Classic Cars,Handji Gifts& Co,146.84,475
10301,32,100.0,4,3424.64,2003-10-05,Shipped,4,10,2003,Norway,Classic Cars,"Norway Gifts By Mail, Co.",107.02,369
10311,29,100.0,9,2923.2,2004-10-16,Shipped,4,10,2004,Spain,Classic Cars,Euro Shopping Channel,100.8,383
10321,44,100.0,6,4489.76,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,102.04,490
10331,44,100.0,14,4849.24,2004-11-17,Shipped,4,11,2004,Usa,Classic Cars,Motor Mint Distributors Inc.,110.21,437
10343,36,100.0,4,5848.92,2004-11-24,Shipped,4,11,2004,France,Classic Cars,Reims Collectables,162.47,191
10367,49,56.3,1,2758.7,2005-01-12,Resolved,1,1,2005,Usa,Classic Cars,Toys4Grownups.Com,56.3,469
10378,34,42.64,5,1449.76,2005-02-10,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,42.64,377
10407,59,100.0,11,7048.14,2005-04-22,On Hold,2,4,2005,Usa,Classic Cars,The Sharp Gifts Warehouse,119.46000000000001,571
10419,37,100.0,1,5202.94,2005-05-17,Shipped,2,5,2005,Austria,Classic Cars,Salzburg Collectables,140.61999999999998,509
10106,36,100.0,12,5279.4,2003-02-17,Shipped,1,2,2003,Italy,Planes,Rovelli Gifts,146.64999999999998,675
10119,43,100.0,3,6916.12,2003-04-28,Shipped,2,4,2003,Austria,Planes,Salzburg Collectables,160.84,442
10131,21,100.0,4,2781.66,2003-06-16,Shipped,2,6,2003,Usa,Planes,Gift Ideas Corp.,132.45999999999998,244
10143,32,100.0,7,5248.0,2003-08-10,Shipped,3,8,2003,Usa,Planes,Mini Creations Ltd.,164.0,524
10155,38,100.0,5,6531.44,2003-10-06,Shipped,4,10,2003,Finland,Planes,"Toys Of Finland, Co.",171.88,454
10167,43,100.0,1,5763.72,2003-10-23,Cancelled,4,10,2003,Sweden,Planes,Scandinavian Gift Ideas,134.04,550
10178,42,100.0,4,6490.68,2003-11-08,Shipped,4,11,2003,France,Planes,Alpha Cognac,154.54000000000002,413
10186,32,100.0,1,6004.8,2003-11-14,Shipped,4,11,2003,Uk,Planes,"Double Decker Gift Stores, Ltd",187.65,267
10198,42,100.0,4,7483.98,2003-11-27,Shipped,4,11,2003,Philippines,Planes,Cruz & Sons Co.,178.19,242
10210,31,100.0,17,5719.5,2004-01-12,Shipped,1,1,2004,Japan,Planes,Osaka Souveniers Co.,184.5,577
10222,49,100.0,4,6954.08,2004-02-19,Shipped,1,2,2004,Usa,Planes,Collectable Mini Designs Co.,141.92,717
10250,45,100.0,14,8160.3,2004-05-11,Shipped,2,5,2004,Usa,Planes,The Sharp Gifts Warehouse,181.34,521
10262,49,100.0,9,6567.96,2004-06-24,Cancelled,2,6,2004,Spain,Planes,Euro Shopping Channel,134.04,605
10274,41,100.0,1,6724.0,2004-07-21,Shipped,3,7,2004,Usa,Planes,Collectables For Less Inc.,164.0,161
10284,45,100.0,11,5747.85,2004-08-21,Shipped,3,8,2004,Norway,Planes,"Norway Gifts By Mail, Co.",127.73,418
10296,36,100.0,7,5676.84,2004-09-15,Shipped,3,9,2004,Germany,Planes,"Bavarian Collectables Imports, Co.",157.69,401
10307,39,100.0,1,7379.97,2004-10-14,Shipped,4,10,2004,Usa,Planes,"Classic Gift Ideas, Inc",189.23000000000002,277
10316,27,100.0,9,3704.13,2004-11-01,Shipped,4,11,2004,Uk,Planes,Giftsbymail.Co.Uk,137.19,623
10327,25,100.0,6,2804.75,2004-11-10,Resolved,4,11,2004,Denmark,Planes,Danish Wholesale Imports,112.19,253
10338,41,100.0,1,5624.79,2004-11-22,Shipped,4,11,2004,Belgium,Planes,Royale Belge,137.19,114
10351,39,99.52,1,3881.28,2004-12-03,Shipped,4,12,2004,Uk,Planes,"Stylish Desk Decors, Co.",99.52000000000001,156
10373,28,57.55,4,1611.4,2005-01-31,Shipped,1,1,2005,Finland,Planes,"Oulu Toy Supplies, Inc.",57.550000000000004,605
10386,25,54.57,7,1364.25,2005-03-01,Resolved,1,3,2005,Spain,Planes,Euro Shopping Channel,54.57,650
10398,33,100.0,11,4215.09,2005-03-30,Shipped,1,3,2005,France,Planes,Reims Collectables,127.73,629
10400,34,100.0,1,6433.82,2005-04-01,Shipped,2,4,2005,Usa,Planes,The Sharp Gifts Warehouse,189.23,356
10416,24,100.0,14,4352.16,2005-05-10,Shipped,2,5,2005,Italy,Planes,L'Ordine Souveniers,181.34,460
10100,30,100.0,3,5151.0,2003-01-06,Shipped,1,1,2003,Usa,Vintage Cars,Online Diecast Creations Co.,171.7,151
10110,42,100.0,7,6069.0,2003-03-18,Shipped,1,3,2003,Uk,Vintage Cars,"Av Stores, Co.",144.5,570
10124,21,100.0,6,2856.0,2003-05-21,Shipped,2,5,2003,Usa,Vintage Cars,Signal Gift Stores,136.0,448
10149,34,100.0,11,5375.4,2003-09-12,Shipped,3,9,2003,Usa,Vintage Cars,Signal Collectibles Ltd.,158.1,367
10162,29,100.0,9,5176.5,2003-10-18,Shipped,4,10,2003,Usa,Vintage Cars,Corporate Gift Ideas Co.,178.5,391
10173,24,100.0,13,3508.8,2003-11-05,Shipped,4,11,2003,Italy,Vintage Cars,Rovelli Gifts,146.20000000000002,480
10182,44,100.0,10,7554.8,2003-11-12,Shipped,4,11,2003,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,171.70000000000002,571
10193,21,100.0,14,3141.6,2003-11-21,Shipped,4,11,2003,Australia,Vintage Cars,"Australian Collectables, Ltd",149.6,447
10204,33,100.0,4,5890.5,2003-12-02,Shipped,4,12,2003,Usa,Vintage Cars,Muscle Machine Inc,178.5,619
10214,30,100.0,7,5967.0,2004-01-26,Shipped,1,1,2004,Spain,Vintage Cars,"Corrida Auto Replicas, Ltd",198.9,241
10227,26,100.0,10,3712.8,2004-03-02,Shipped,1,3,2004,France,Vintage Cars,"Saveley & Henriot, Co.",142.8,502
10241,41,100.0,2,7597.3,2004-04-13,Shipped,2,4,2004,France,Vintage Cars,Mini Caravy,185.3,382
10280,26,100.0,16,3668.6,2004-08-17,Shipped,3,8,2004,Italy,Vintage Cars,Amica Models & Co.,141.1,551
10288,32,100.0,5,5875.2,2004-09-01,Shipped,3,9,2004,Singapore,Vintage Cars,Handji Gifts& Co,183.6,475
10302,43,100.0,1,7310.0,2003-10-06,Shipped,4,10,2003,Uk,Vintage Cars,"Uk Collectables, Ltd.",170.0,246
10312,48,100.0,17,8078.4,2004-10-21,Shipped,4,10,2004,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,168.29999999999998,601
10331,44,74.04,7,3257.76,2004-11-17,Shipped,4,11,2004,Usa,Vintage Cars,Motor Mint Distributors Inc.,74.04,437
10344,45,100.0,1,7650.0,2004-11-25,Shipped,4,11,2004,France,Vintage Cars,Marseille Mini Autos,170.0,211
10367,37,100.0,3,4703.81,2005-01-12,Resolved,1,1,2005,Usa,Vintage Cars,Toys4Grownups.Com,127.13000000000001,469
10379,39,100.0,2,5399.55,2005-02-10,Shipped,1,2,2005,Spain,Vintage Cars,Euro Shopping Channel,138.45000000000002,159
10407,76,100.0,2,14082.8,2005-04-22,On Hold,2,4,2005,Usa,Vintage Cars,The Sharp Gifts Warehouse,185.29999999999998,571
10420,37,100.0,5,5283.6,2005-05-29,In Process,2,5,2005,Australia,Vintage Cars,Souveniers And Things Co.,142.8,532
10108,38,82.39,2,3130.82,2003-03-03,Shipped,1,3,2003,Philippines,Classic Cars,Cruz & Sons Co.,82.39,561
10122,43,72.38,6,3112.34,2003-05-08,Shipped,2,5,2003,France,Classic Cars,Marseille Mini Autos,72.38000000000001,545
10135,48,79.31,3,3806.88,2003-07-02,Shipped,3,7,2003,Usa,Classic Cars,Mini Gifts Distributors Ltd.,79.31,607
10147,26,82.39,3,2142.14,2003-09-05,Shipped,3,9,2003,Usa,Classic Cars,Collectables For Less Inc.,82.39,341
10160,38,88.55,4,3364.9,2003-10-11,Shipped,4,10,2003,Usa,Classic Cars,"Men 'R' Us Retailers, Ltd.",88.55,231
10170,20,63.14,2,1262.8,2003-11-04,Shipped,4,11,2003,Austria,Classic Cars,Mini Auto Werke,63.14,142
10181,22,73.92,10,1626.24,2003-11-12,Shipped,4,11,2003,Norway,Classic Cars,Herkku Gifts,73.92,522
10192,45,90.86,15,4088.7,2003-11-20,Shipped,4,11,2003,Usa,Classic Cars,Online Diecast Creations Co.,90.86,585
10203,45,85.47,4,3846.15,2003-12-02,Shipped,4,12,2003,Spain,Classic Cars,Euro Shopping Channel,85.47,391
10212,20,66.99,14,1339.8,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,66.99,612
10225,47,64.68,5,3039.96,2004-02-22,Shipped,1,2,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",64.68,483
10239,46,73.92,4,3400.32,2004-04-12,Shipped,2,4,2004,Finland,Classic Cars,"Oulu Toy Supplies, Inc.",73.92,163
10253,23,83.93,9,1930.39,2004-06-01,Cancelled,2,6,2004,Uk,Classic Cars,"Uk Collectables, Ltd.",83.93,429
10266,33,74.69,10,2464.77,2004-07-06,Shipped,3,7,2004,Italy,Classic Cars,L'Ordine Souveniers,74.69,495
10278,29,90.86,10,2634.94,2004-08-06,Shipped,3,8,2004,Usa,Classic Cars,Signal Gift Stores,90.86,318
10287,44,82.39,8,3625.16,2004-08-30,Shipped,3,8,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",82.39,595
10300,41,92.4,1,3788.4,2003-10-04,Shipped,4,10,2003,Germany,Classic Cars,"Blauer See Auto, Co.",92.4,251
10310,20,91.63,6,1832.6,2004-10-16,Shipped,4,10,2004,Germany,Classic Cars,"Toms Spezialitten, Ltd",91.63,619
10321,37,78.54,14,2905.98,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,78.54,490
10329,29,100.0,9,2954.81,2004-11-15,Shipped,4,11,2004,Usa,Classic Cars,Land Of Toys Inc.,101.89,532
10342,55,65.45,1,3599.75,2004-11-24,Shipped,4,11,2004,Australia,Classic Cars,"Australian Collectors, Co.",65.45,420
10363,22,100.0,7,3686.54,2005-01-06,Shipped,1,1,2005,Finland,Classic Cars,Suominen Souveniers,167.57,508
10377,31,67.76,4,2100.56,2005-02-09,Shipped,1,2,2005,Finland,Classic Cars,"Toys Of Finland, Co.",67.76,215
10389,49,79.22,3,3881.78,2005-03-03,Shipped,1,3,2005,Sweden,Classic Cars,Scandinavian Gift Ideas,79.22,316
10405,61,73.92,4,4509.12,2005-04-14,Shipped,2,4,2005,France,Classic Cars,Mini Caravy,73.92,336
10419,39,83.93,9,3273.27,2005-05-17,Shipped,2,5,2005,Austria,Classic Cars,Salzburg Collectables,83.92999999999999,509
10109,38,100.0,3,4432.7,2003-03-10,Shipped,1,3,2003,Usa,Classic Cars,Motor Mint Distributors Inc.,116.64999999999999,212
10122,31,100.0,1,4100.99,2003-05-08,Shipped,2,5,2003,France,Classic Cars,Marseille Mini Autos,132.29,545
10136,36,100.0,1,5274.72,2003-07-04,Shipped,3,7,2003,France,Classic Cars,Alpha Cognac,146.52,102
10148,25,100.0,12,4232.0,2003-09-11,Shipped,3,9,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",169.28,430
10161,48,100.0,11,6145.44,2003-10-17,Shipped,4,10,2003,Denmark,Classic Cars,Heintze Collectables,128.03,358
10171,35,100.0,1,4680.2,2003-11-05,Shipped,4,11,2003,Canada,Classic Cars,Quebec Home Shopping Network,133.72,145
10181,21,100.0,5,3286.08,2003-11-12,Shipped,4,11,2003,Norway,Classic Cars,Herkku Gifts,156.48,522
10192,47,100.0,10,7421.3,2003-11-20,Shipped,4,11,2003,Usa,Classic Cars,Online Diecast Creations Co.,157.9,585
10204,38,100.0,16,6432.64,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,169.28,619
10212,41,100.0,9,4840.87,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,118.07,612
10226,24,100.0,7,3892.08,2004-02-26,Shipped,1,2,2004,Usa,Classic Cars,Collectable Mini Designs Co.,162.17,237
10240,37,100.0,2,5526.32,2004-04-13,Shipped,2,4,2004,Japan,Classic Cars,Osaka Souveniers Co.,149.35999999999999,115
10253,33,100.0,4,4459.62,2004-06-01,Cancelled,2,6,2004,Uk,Classic Cars,"Uk Collectables, Ltd.",135.14,429
10266,49,100.0,5,6203.4,2004-07-06,Shipped,3,7,2004,Italy,Classic Cars,L'Ordine Souveniers,126.6,495
10278,29,100.0,5,3754.05,2004-08-06,Shipped,3,8,2004,Usa,Classic Cars,Signal Gift Stores,129.45000000000002,318
10287,24,100.0,3,3516.48,2004-08-30,Shipped,3,8,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",146.52,595
10301,47,100.0,7,7488.04,2003-10-05,Shipped,4,10,2003,Norway,Classic Cars,"Norway Gifts By Mail, Co.",159.32,369
10310,24,100.0,1,3448.08,2004-10-16,Shipped,4,10,2004,Germany,Classic Cars,"Toms Spezialitten, Ltd",143.67,619
10321,25,100.0,9,3734.0,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,149.36,490
10331,30,32.47,8,974.1,2004-11-17,Shipped,4,11,2004,Usa,Classic Cars,Motor Mint Distributors Inc.,32.47,437
10342,22,100.0,3,3160.74,2004-11-24,Shipped,4,11,2004,Australia,Classic Cars,"Australian Collectors, Co.",143.67,420
10356,27,64.69,2,1746.63,2004-12-09,Shipped,4,12,2004,France,Classic Cars,Lyon Souveniers,64.69,301
10366,34,100.0,3,4207.84,2005-01-10,Shipped,1,1,2005,Belgium,Classic Cars,Royale Belge,123.76,117
10377,36,100.0,6,4352.76,2005-02-09,Shipped,1,2,2005,Finland,Classic Cars,"Toys Of Finland, Co.",120.91000000000001,215
10390,34,43.05,15,1463.7,2005-03-04,Shipped,1,3,2005,Usa,Classic Cars,Mini Gifts Distributors Ltd.,43.050000000000004,603
10406,48,100.0,2,7169.28,2005-04-15,Disputed,2,4,2005,Denmark,Classic Cars,Danish Wholesale Imports,149.35999999999999,174
10419,34,100.0,4,4594.76,2005-05-17,Shipped,2,5,2005,Austria,Classic Cars,Salzburg Collectables,135.14000000000001,509
10104,24,100.0,8,3457.92,2003-01-31,Shipped,1,1,2003,Spain,Classic Cars,Euro Shopping Channel,144.08,443
10115,46,100.0,4,7381.16,2003-04-04,Shipped,2,4,2003,Usa,Classic Cars,Classic Legends Inc.,160.46,210
10127,45,100.0,10,7146.9,2003-06-03,Shipped,2,6,2003,Usa,Classic Cars,Muscle Machine Inc,158.82,540
10141,39,100.0,4,5938.53,2003-08-01,Shipped,3,8,2003,Finland,Classic Cars,Suominen Souveniers,152.26999999999998,290
10151,43,100.0,2,7110.91,2003-09-21,Shipped,3,9,2003,Finland,Classic Cars,"Oulu Toy Supplies, Inc.",165.37,342
10165,29,100.0,11,5032.95,2003-10-22,Shipped,4,10,2003,Singapore,Classic Cars,"Dragon Souveniers, Ltd.",173.54999999999998,670
10176,20,100.0,10,3667.6,2003-11-06,Shipped,4,11,2003,Italy,Classic Cars,L'Ordine Souveniers,183.38,325
10184,46,100.0,5,7381.16,2003-11-14,Shipped,4,11,2003,Spain,Classic Cars,"Iberia Gift Imports, Corp.",160.46,519
10195,27,100.0,5,5128.11,2003-11-25,Shipped,4,11,2003,Usa,Classic Cars,Mini Classics,189.92999999999998,385
10207,44,100.0,6,7060.24,2003-12-09,Shipped,4,12,2003,Usa,Classic Cars,Diecast Collectables,160.46,615
10219,43,100.0,1,8448.64,2004-02-10,Shipped,1,2,2004,Usa,Classic Cars,Signal Collectibles Ltd.,196.48,147
10230,49,100.0,8,7300.51,2004-03-15,Shipped,1,3,2004,Germany,Classic Cars,"Blauer See Auto, Co.",148.99,338
10246,40,100.0,4,6549.2,2004-05-05,Shipped,2,5,2004,Spain,Classic Cars,Euro Shopping Channel,163.73,399
10259,30,100.0,3,5697.9,2004-06-15,Shipped,2,6,2004,Singapore,Classic Cars,Handji Gifts& Co,189.92999999999998,454
